Price,Price,RSI,BB_Lower,Drawdown
Ticker,,,,
Date,,,,
2016-02-11,31.71500015258789,25.05660147037146,32.1469912789163,-0.22495108573448588
2020-03-09,47.720001220703125,13.492530365566509,48.366411567308674,-0.2120861503716976
2020-03-12,43.04499816894531,8.6738509336015,43.79057918101791,-0.28927599859694214
2025-04-07,86.5,21.917444091576968,89.91967175156944,-0.20510935266879826
2025-04-09,85.32499694824219,23.335871574768433,86.68930325755737,-0.21590702823443877
